Aplikacja źródłowa,Typ aktywności,Nazwa aktywności,Data,Czas,Czas, który upłynął,Czas aktywności,Dystans (km)
null,CYCLING,,2026.05.01 09:40:38,09:40:38,3994,2289,5.5659637
